Instructor,Course,Semester,Program,Q1,Q1-P,Q1-U,Q2,Q2-P,Q2-U,Q3,Q3-P,Q3-U,Q4,Q4-P,Q4-U,Q5,Q5-P,Q5-U,Q6,Q6-P,Q6-U,Q7,Q7-P,Q7-U,Q8,Q8-P,Q8-U,Q9,Q9-P,Q9-U,Q10,Q10-P,Q10-U,Q11,Q11-P,Q11-U,Q12
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
"Gheith, Ahmed",C S439H,Fall 2015,Computer Science,4.7,4.3,4.4,4.9,4.4,4.5,4.9,4.2,4.3,4.9,4.3,4.4,4.9,4.4,4.5,4.6,4.1,4.3,4.9,4.4,4.4,4.1,4.0,4.2,4.8,4.3,4.3,4.9,4.2,4.3,4.6,4.0,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Spring 2015,Computer Science,4.4,4.2,4.4,4.8,4.3,4.6,4.4,4.1,4.3,4.4,4.2,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.2,4.3,4.3,4.1,4.3,3.9,3.9,4.0,Somewhat high
"Rellermeyer, Jan S",C S439,Fall 2015,Computer Science,4.0,4.3,4.4,4.4,4.4,4.5,4.0,4.2,4.3,4.3,4.3,4.4,4.2,4.4,4.5,3.6,4.1,4.3,4.3,4.4,4.4,3.9,4.0,4.2,4.2,4.3,4.3,3.8,4.2,4.3,3.5,4.0,4.0,About right
